row,image1,image2,win1,win2,tie
2437,08b7661e352ad515.jpeg,a5a636a6a637f567.jpeg,0,10,0
2438,0c34dad8e0c43ccc.jpeg,1792bc2726757999.png,10,0,0
2439,0b2b6fbe6aac80a6.jpeg,f0385c4ccc6cdce4.jpeg,6,3,1
2440,8080bc9f97939c1c.jpeg,e06167fc3c9cecec.jpeg,10,0,0
2441,64271bd8d8707171.jpeg,cda7b6383831303a.jpeg,9,0,1
2442,a08191814df1346c.jpeg,b29a3e36569163ca.jpeg,3,3,4
2443,b4f1d9cd534c2958.jpeg,dadb646419b9998a.jpeg,7,2,1
2444,200062781c870006.jpeg,7079f1b4b4a464c8.jpeg,7,3,0
2445,10c0f89d6bffdc9c.jpeg,951e6e53d12643d3.png,0,10,0
2446,ac8c94bcb4f0f22b.jpeg,e5c4c2f21682c074.jpeg,0,8,2
2447,7263e72689005359.png,d969f9db9a86a446.jpeg,0,10,0
2448,7262646126722230.jpeg,d8dadc7c3e9c81ab.jpeg,0,4,6
2449,b1990f1bda0d1343.jpeg,ff7b3fdd9f1f3cf0.jpeg,2,7,1
2450,5de72ba98f62f3a3.jpeg,8880a0683a2cf3cd.jpeg,0,10,0
2451,c9496989990b2808.jpeg,d373cfff7f6f6f2d.jpeg,4,6,0
2452,0e1e7f7c060a45c6.jpeg,e06167fc3c9cecec.jpeg,1,2,7
2453,4ca2f2f1f97918c4.jpeg,854448257ccdc303.jpeg,10,0,0
2454,3b9919a9cccecb1c.jpeg,8d81e2787cd6f354.jpeg,10,0,0
2455,7c4507addae0d0c0.jpeg,8445b4b4ad60c080.jpeg,8,1,1
2456,153c34b4d978289c.jpeg,34611b8bc3abc9e5.jpeg,5,5,0
2457,313b4fe8e06b9c60.jpeg,b38293a7a7c01153.jpeg,0,10,0
2458,0a8a946d6eee9eb4.jpeg,7071616438c94f4c.jpeg,7,2,1
2459,38a496340c618e7c.jpeg,a5c4e49c862638b9.jpeg,10,0,0
2460,484a4a4205826cd8.jpeg,c20d11dad656aa33.jpeg,6,2,2
2461,109404061c69f6ea.jpeg,1130316048686460.jpeg,5,3,2
2462,00c0a19794626001.jpeg,b18119479772428d.jpeg,0,10,0
2463,1db5eddeb5f90b4c.jpeg,95a9173395bc39d9.jpeg,4,2,4
2464,31395bf898aba686.jpeg,c9c5d0c88c9c99b5.jpeg,0,10,0
2465,9d8fde44c69e58f6.jpeg,f131300514262220.jpeg,2,7,1
2466,a7e7e6f5c0c3d1b4.jpeg,dad498595ab4f414.jpeg,10,0,0
2467,cd734649ca36bbdb.jpeg,d464fcf27cee7212.jpeg,1,4,5
2468,2fb36b491b1b8b0b.jpeg,f131300514262220.jpeg,0,9,1
2469,0c34dad8e0c43ccc.jpeg,e3f391b929884161.jpeg,9,1,0
2470,070f0c0d5d142f00.jpeg,c0d049cb68a32000.jpeg,3,7,0
2471,6673f3ce4ef7dddd.jpeg,f1b3f87cc0989d93.jpeg,10,0,0
2472,81b8f37325b6b554.jpeg,e1e3ce44be1f9fcc.jpeg,0,10,0
2473,185e5aa4d6d88048.jpeg,4089e5e46b478500.jpeg,10,0,0
2474,938fcec35141d194.jpeg,b199bd95998d9d9d.png,0,10,0
2475,4bc09b1d64311107.jpeg,989c9a737bd7dbb3.jpeg,4,6,0
2476,104e4e88c8c2eb30.jpeg,f976574b1c99db99.jpeg,10,0,0
2477,09d8d89d0b5d6b2c.jpeg,313b4fe8e06b9c60.jpeg,6,0,4
2478,cbe647cd4c31e284.jpeg,cdc92322855f7974.jpeg,10,0,0
2479,4cdc982a3a323919.jpeg,cdad4c5832b2126a.jpeg,10,0,0
2480,40c089ece0616070.jpeg,6e664b6c0e0f0b1b.jpeg,2,8,0
2481,4ece535a3a76c498.jpeg,79b1f1e3e43e6ccd.jpeg,10,0,0
2482,a9617aaef886b4c1.jpeg,f2b2b8b0e0e9e8ec.jpeg,0,10,0
2483,00c0a19794626001.jpeg,8d0f0c6c64696961.png,0,10,0
2484,1d99b0b8f8b879b8.jpeg,694c760ea727868a.jpeg,1,9,0
2485,087666ea903d7856.jpeg,cf8f8fcfcfe7a76f.jpeg,0,9,1
2486,c8c8c8598982d552.jpeg,d0e0f0d2596c3797.jpeg,0,1,9
2487,375f7c1e33d5cc68.jpeg,a75558d8ac9c9c98.jpeg,0,10,0
2488,8181693921989b9b.jpeg,e6e46461eced652d.jpeg,0,10,0
2489,0336724f27efcec7.jpeg,95a9173395bc39d9.jpeg,10,0,0
2490,32327350920144d4.jpeg,d69009b1c1c4d8c0.jpeg,2,7,1
2491,3d3d1f6b2f3c6c2c.jpeg,616175f1f939a596.jpeg,8,1,1
2492,03038b8bbc71c3bb.jpeg,82961b229696c0fe.jpeg,10,0,0
2493,14e4a4f9f1e7d3fb.jpeg,beaeb3998fcff1fc.jpeg,0,10,0
2494,09d8d89d0b5d6b2c.jpeg,1b7475cd406b3bbb.jpeg,1,8,1
2495,abcac3ff84673e0e.jpeg,af5632e6472f8d8f.jpeg,7,2,1
2496,82870f03b3da9b8e.jpeg,898e86c6ced89c34.jpeg,0,10,0
2497,604478b9bbfbfbfe.jpeg,d61416a2386af078.jpeg,5,4,1
2498,07303c34d6d1ed55.jpeg,c787c3c5c7838183.jpeg,2,7,1
2499,34b4143c180606e0.jpeg,b5e7d2f5e6968d11.png,5,2,3
2500,01561511da5a386f.jpeg,4d2a76444cd8d565.jpeg,2,0,8
2501,0e16b469c127ced8.jpeg,395df9ececcc2346.jpeg,6,3,1
2502,0c0842d0c8d199b9.jpeg,1d99b0b8f8b879b8.jpeg,0,10,0
2503,3c1c3a309c940098.jpeg,c0e060ecb870677e.jpeg,10,0,0
2504,185e5aa4d6d88048.jpeg,e2c6861206b898e2.jpeg,10,0,0
2505,71d6948c98999696.jpeg,e0f0fcfefafb7bf8.jpeg,4,4,2
2506,615f5660e22e4f26.jpeg,bff9ece6fa371f5e.jpeg,0,10,0
2507,a5c4e49c862638b9.jpeg,e028385533361f66.jpeg,0,10,0
2508,38b8b0e0e50384e3.jpeg,7327274717bc7258.jpeg,10,0,0
2509,607c3cf435e898bc.jpeg,6120874b05216e9c.jpeg,2,7,1
2510,5e5e5ecec6cc3b3f.jpeg,7cf0d3eb3ed6f4ec.jpeg,10,0,0
2511,101445020a2e6464.jpeg,85e5e4cc4ccc9bcf.jpeg,4,6,0
2512,3634246670389c98.jpeg,e8e8e6c6e4a6273e.jpeg,10,0,0
2513,00cec6f3a1ebe8c6.jpeg,74706b4b040b43a9.jpeg,0,10,0
2514,6c9891318da6a92c.jpeg,f8b0bcd85bccc7b2.jpeg,9,0,1
2515,032353c6e6ea6a9e.jpeg,1b7475cd406b3bbb.jpeg,10,0,0
2516,d8e070f2d2302c0c.jpeg,f3eab293a7e90846.jpeg,6,3,1
2517,87c2e8e481d0f2a7.jpeg,c74683e339b9b830.jpeg,0,10,0
2518,8445b4b4ad60c080.jpeg,d8fc3d9d9cb7f7f6.jpeg,0,10,0
2519,1d3b3975672563a3.jpeg,f7e960e557e77f74.jpeg,10,0,0
2520,1e96a6f3b83cf0f0.jpeg,3cb573b23e6edf62.jpeg,10,0,0
2521,61c7cb43c6ac1aba.jpeg,ed76f2b186663438.jpeg,0,10,0
2522,41e737465b73b3f3.jpeg,e6e46461eced652d.jpeg,0,10,0
2523,1af0c9aa12963768.jpeg,831b9bfb3171fcd9.jpeg,10,0,0
2524,6de9f8e0e98d9999.jpeg,7cdcd85c8d233331.jpeg,1,9,0
2525,0336724f27efcec7.jpeg,7079f1b4b4a464c8.jpeg,7,3,0
2526,293d0d278c56d2f0.jpeg,7c4507addae0d0c0.jpeg,4,4,2
2527,7079f1b4b4a464c8.jpeg,f6cfc9394cbab2a2.jpeg,10,0,0
2528,061a512528898981.jpeg,caea2a9bca78748f.jpeg,0,10,0
2529,3383a3a7c0511932.jpeg,8e16ec0e06220acc.jpeg,10,0,0
2530,d6d0ec64b4a7e34b.jpeg,f0b0b4a6dee6663e.jpeg,0,10,0
2531,68e0f0c8c8020105.jpeg,b29a3e36569163ca.jpeg,10,0,0
2532,81c43131850a6619.jpeg,82961b229696c0fe.jpeg,3,5,2
2533,c141c0e020256562.jpeg,e63c9884180c1d0d.jpeg,0,10,0
2534,64cbf336b71b3818.jpeg,c6c64a4e2e161611.jpeg,4,5,1
2535,bc9dd67e788044f2.jpeg,e6e6fe7c3d302020.jpeg,0,10,0
2536,3cb573b23e6edf62.jpeg,e02094c45cf1e1f1.jpeg,10,0,0
2537,3692ce4658399a37.jpeg,d026aedcfd69c6a3.jpeg,3,3,4
2538,14070706367b8727.jpeg,9a4c4c646435b61a.jpeg,10,0,0
2539,1d5e6f6e744e5adb.jpeg,f131300514262220.jpeg,0,10,0
2540,9ae16108cdc58323.jpeg,e8f0c20f31edbeb8.jpeg,0,10,0
2541,91350f4f53190f07.jpeg,e4c6607931697676.jpeg,7,2,1
2542,6423337373c10f0e.jpeg,dadb646419b9998a.jpeg,9,1,0
2543,4bc09b1d64311107.jpeg,d3ae989296838b9e.jpeg,10,0,0
2544,9968ed6c688928ca.jpeg,cccc9c5cdb49e263.jpeg,10,0,0
2545,ca799dd9c2e94dec.jpeg,e3e767e6a4a66843.jpeg,10,0,0
2546,44004d4893990091.jpeg,c99938305552565e.jpeg,10,0,0
2547,1a3b5c5cd83803f6.jpeg,eacbc9e138787870.jpeg,0,10,0
2548,243052736078adec.jpeg,81838c0c99190ec7.jpeg,1,6,3
2549,8d0f0c6c64696961.png,cce863e360d89062.jpeg,10,0,0
2550,23c2ecee6f7c34b6.jpeg,293d0d278c56d2f0.jpeg,10,0,0
2551,2dd5eab732b293b8.jpeg,4063436371a5a74b.jpeg,0,9,1
2552,81c43131850a6619.jpeg,9ec8013d4466c3c1.jpeg,6,4,0
2553,06463178f2f1e4a4.jpeg,4b4bf1f7cecbd647.jpeg,2,7,1
2554,2427c9d4b7c6988c.jpeg,504826666b64f4f1.jpeg,4,5,1
2555,0ece4a529a123622.jpeg,e6e46461eced652d.jpeg,0,10,0
2556,00c6495a5b5b4a2f.jpeg,c6d6e69716d69e8c.jpeg,2,6,2
2557,909a232c8d1a18e2.jpeg,c6ece9aa852329cd.jpeg,7,2,1
2558,6667262cede8ecc1.jpeg,87c2e8e481d0f2a7.jpeg,1,7,2
2559,71d6948c98999696.jpeg,e06167fc3c9cecec.jpeg,5,1,4
2560,14e4a4f9f1e7d3fb.jpeg,39b226323af3f1c0.jpeg,0,10,0
2561,e8e8e6c6e4a6273e.jpeg,f1d9b5a4eb692b6b.jpeg,3,7,0
2562,1e96a6f3b83cf0f0.jpeg,280b9b682cddec9c.jpeg,10,0,0
2563,0303906686b462e6.jpeg,a4a4a4b232b62c10.jpeg,2,0,8
2564,04763f1793071933.jpeg,301395c1c9cbdc56.jpeg,8,1,1
2565,118ba5717d4c0bd0.jpeg,62fa3434f170e8da.jpeg,0,10,0
2566,0420b130c7b4664f.jpeg,e6e6fe7c3d302020.jpeg,0,10,0
2567,607c3cf435e898bc.jpeg,d6d0ec64b4a7e34b.jpeg,3,5,2
2568,d3cbcbc6c6c6c787.jpeg,e5c4c2f21682c074.jpeg,3,6,1
2569,383f6565ef66ce1a.jpeg,782c61c57072ab89.jpeg,9,0,1
2570,0b2b6fbe6aac80a6.jpeg,18003d5ee6f80069.jpeg,6,1,3
2571,485cb79f9fe88aa6.jpeg,9c38390b19070e86.jpeg,0,10,0
2572,1f1f9e7dbffee2a0.jpeg,90c0013158c96c38.jpeg,9,0,1
2573,6279f9e5e16b4945.jpeg,c7e6e1cdad69e9ed.jpeg,9,0,1
2574,3b3b333b9b40c088.jpeg,b6db972f5647060f.jpeg,10,0,0
2575,a422c60675a5c491.jpeg,b8ecccc8d0e79705.jpeg,2,5,3
2576,94ea6c64646464de.jpeg,acf0a084f3c8c8c2.jpeg,8,2,0
2577,d0e8e8f8b86a484c.jpeg,e8e272a6c6cec929.jpeg,9,0,1
2578,4c4dc3a3ae7a72a1.jpeg,64a327232a4bdd5e.jpeg,1,9,0
2579,cdcd850903c43680.jpeg,e5c988cbdad8d0b3.jpeg,10,0,0
2580,cbe647cd4c31e284.jpeg,d8ecb8d8b292c3a1.jpeg,10,0,0
2581,87c7c7c7a4e56c6c.jpeg,b2d1d1c9acd8d8c4.jpeg,10,0,0
2582,9950d09069b58985.jpeg,d9c9d89c9c53c68e.jpeg,0,10,0
2583,164748c42f2b1bfc.jpeg,949498cc4ed098b2.png,3,5,2
2584,6f3d2ccdcc646a6e.jpeg,c6846171933020fc.jpeg,8,2,0
2585,7979797a7a5e5ed6.jpeg,e6e2d2da98889864.jpeg,6,3,1
2586,b292523253992925.jpeg,cec7e44cecb574e4.jpeg,0,10,0
2587,c6846171933020fc.jpeg,fa6c75ed6cd1d253.jpeg,8,2,0
2588,0000c8f201050043.jpeg,e46171f1b0f45514.jpeg,9,1,0
2589,c88c8ce8c06c6812.jpeg,fbf2b6e139c7cf3f.jpeg,0,9,1
2590,110323f2f6de0b32.jpeg,e1c4dc5868581018.jpeg,9,0,1
2591,afadca4a96bc7a7e.jpeg,f2b2b8b0e0e9e8ec.jpeg,5,5,0
2592,22672727040081c4.jpeg,3434799af2e20280.jpeg,4,6,0
2593,81c43131850a6619.jpeg,a8acc6d3db1f7e4e.jpeg,2,7,1
2594,999387dcde1b3264.jpeg,c0f4f8fc7c6dcf9a.jpeg,0,10,0
2595,30f65d09b132aae3.jpeg,d373cfff7f6f6f2d.jpeg,0,10,0
2596,726243928383b2d2.jpeg,8eacb434cd726264.jpeg,10,0,0
2597,7079f1b4b4a464c8.jpeg,a1408f9b16323535.jpeg,10,0,0
2598,2622f0d0dac89e9e.jpeg,e0c8d8c9c6d26526.jpeg,9,0,1
2599,7079f1b4b4a464c8.jpeg,c04141c0c5013174.jpeg,10,0,0
2600,8901e3995a6c95e3.jpeg,900dadcc8f25092c.jpeg,5,5,0
2601,a6c6c6be343898c5.jpeg,e3675e9a9b934cb0.jpeg,10,0,0
2602,313339f939a6a343.jpeg,747071e0f0a928e1.jpeg,0,10,0
2603,cb5ad4c7f3e6d658.jpeg,d4ec1583b8b07159.jpeg,2,2,6
2604,d3478ebc82ce3609.jpeg,f0e8cc8cb1e9fcdb.jpeg,2,6,2
2605,c99938305552565e.jpeg,ebcb4b43d4d473da.jpeg,6,4,0
2606,94ea6c64646464de.jpeg,ad1f79c16799271a.jpeg,8,2,0
2607,263230143a312133.jpeg,d9bcdab19dc3717b.jpeg,3,7,0
2608,a72f4b591b4b5a52.jpeg,c959d1d19d9920e0.jpeg,10,0,0
2609,3e3e3cfc39397915.jpeg,d0f0c8e8f0d8d4e4.jpeg,0,10,0
2610,64271bd8d8707171.jpeg,d3478ebc82ce3609.jpeg,9,1,0
2611,6878d899b5a9abf9.jpeg,8191a3cecce96828.jpeg,0,10,0
2612,30a4f2c0005fcdda.jpeg,94ea6c64646464de.jpeg,6,4,0
2613,79e9cc9c86849c92.jpeg,959495959571d386.jpeg,2,7,1
2614,63e7c6c86872345c.jpeg,8880a0683a2cf3cd.jpeg,1,8,1
2615,3cac089e654b66b3.jpeg,c4c13c06f271c990.jpeg,3,7,0
2616,3434799af2e20280.jpeg,3692ce4658399a37.jpeg,9,0,1
2617,00aee6e76dc2cbe9.jpeg,091c168ecb36690c.jpeg,10,0,0
2618,091c168ecb36690c.jpeg,34611b8bc3abc9e5.jpeg,2,8,0
2619,24c9012c347d9587.jpeg,e8f1f9d8d8f934a6.jpeg,7,1,2
2620,321b21233f9fecf9.jpeg,d9cd9c1e38302500.jpeg,10,0,0
2621,00c292b11a11950b.jpeg,07303c34d6d1ed55.jpeg,7,3,0
2622,c381931504c090e4.jpeg,e06167fc3c9cecec.jpeg,9,1,0
2623,c1d78f8883870737.jpeg,e1b1e9ed676dcea9.jpeg,10,0,0
2624,195b92ca2a270626.jpeg,abcac3ff84673e0e.jpeg,10,0,0
2625,44004d4893990091.jpeg,9a51313574c545cb.jpeg,10,0,0
2626,1715171f3dcab42b.jpeg,6868263d353d6963.jpeg,0,10,0
2627,110323f2f6de0b32.jpeg,fce0c2c693cccccc.jpeg,10,0,0
2628,1d99b0b8f8b879b8.jpeg,6868263d353d6963.jpeg,8,2,0
2629,86f6465a46f46d6d.jpeg,c66c460626525327.jpeg,0,4,6
2630,1f3f2d45e8d96d49.jpeg,4bf1fd9d1eccf533.jpeg,7,3,0
2631,0006213919193c6c.jpeg,d9c9d89c9c53c68e.jpeg,0,10,0
2632,be3c3c3db9654547.jpeg,dc5a5e8f7c63c2d6.jpeg,0,10,0
2633,6673f3ce4ef7dddd.jpeg,949d8d8d9d89cade.jpeg,3,7,0
2634,b7b48dbc386300d8.jpeg,cdc97979373773f3.jpeg,2,8,0
2635,6872f9f9a61e5074.jpeg,6b791d2b6a72626a.jpeg,2,6,2
2636,c9a8e4b65ad97878.jpeg,decdcd42169f9aaf.jpeg,5,3,2
2637,9393a6c4c3d0e032.jpeg,955d9ecc433b9f6f.jpeg,10,0,0
2638,e061d8902c299300.jpeg,e0e86ae4b266e599.jpeg,10,0,0
2639,22672727040081c4.jpeg,7da193a1390ca8d4.jpeg,4,6,0
2640,6872f9f9a61e5074.jpeg,b63705a4a7d3e5cb.jpeg,1,9,0
2641,7527a2a63c30da8e.jpeg,a6c6c6be343898c5.jpeg,1,9,0
2642,32326ac581e5c153.jpeg,8080bc9f97939c1c.jpeg,9,1,0
2643,679ea1ec6c791d05.jpeg,f1e0e0f9fb6c6d5c.jpeg,10,0,0
2644,00080424a6a32322.jpeg,da9890d9cda736b7.jpeg,6,1,3
2645,044d59694f1a3b0a.jpeg,4ccce4e138cd0e0b.jpeg,9,1,0
2646,5919392be9895343.jpeg,f8b0bcd85bccc7b2.jpeg,2,4,4
2647,bf65c51989c69959.jpeg,c8d952d6c353d398.jpeg,2,0,8
2648,8c4fd93931381e17.jpeg,c9c5d0c88c9c99b5.jpeg,0,9,1
2649,27c7c1c5ce4a3a24.jpeg,808080a03934250b.jpeg,7,1,2
2650,2c6868d161c4c356.jpeg,47731ad387878383.jpeg,4,4,2
2651,64cbf336b71b3818.jpeg,a75558d8ac9c9c98.jpeg,0,10,0
2652,5071e1e8822e7051.jpeg,e9e199d9d0bcfcfc.jpeg,10,0,0
2653,c8d952d6c353d398.jpeg,d9c9d89c9c53c68e.jpeg,0,10,0
2654,494c4c4c86925b0c.jpeg,a08191814df1346c.jpeg,5,0,5
2655,0e0e0e0c91382e18.jpeg,e2c6861206b898e2.jpeg,0,8,2
2656,121f1e1513131265.jpeg,c99938305552565e.jpeg,3,6,1
2657,18003d5ee6f80069.jpeg,ec9c0d4c18bc78cc.jpeg,0,10,0
2658,64271bd8d8707171.jpeg,64e3a5f10d000809.jpeg,8,1,1
2659,0420b130c7b4664f.jpeg,d0e0f0d2596c3797.jpeg,4,2,4
2660,139b9bebbb591189.jpeg,ffdef9f17138d8d0.jpeg,7,1,2
2661,693978f0e0c9cdec.jpeg,fcf89f0d3c58aaab.jpeg,0,10,0
2662,208080c0da406a23.jpeg,93a6c84e29baf060.jpeg,6,0,4
2663,a79a889dcec2a62e.jpeg,f1f9bb577423306c.jpeg,8,2,0
2664,4d60525c3c3e3e66.jpeg,6176f2f96138feff.jpeg,0,7,3
2665,c809098585c96dec.jpeg,d9c9d89c9c53c68e.jpeg,0,10,0
2666,01561511da5a386f.jpeg,c5c64cf4d25291c0.jpeg,0,10,0
2667,1737171d35883a32.jpeg,cc988ce6cdcd9cb4.jpeg,0,9,1
2668,7777b4d670a0d21a.jpeg,94d6b64a8c940b20.jpeg,0,10,0
2669,88892f2733e7e3c7.jpeg,e7e6cea3a3e38707.jpeg,8,1,1
2670,9c969cd7b3f68d80.jpeg,c8d952d6c353d398.jpeg,5,1,4
2671,90c0013158c96c38.jpeg,9a18010a30444c35.jpeg,1,9,0
2672,c88c8ce8c06c6812.jpeg,d0603b9ba4a4e7cf.jpeg,3,3,4
2673,854448257ccdc303.jpeg,e3d393939b1b3989.jpeg,0,10,0
2674,6e664b6c0e0f0b1b.jpeg,e6a7679ba4ccb185.jpeg,10,0,0
2675,3e1ebb964d2d3434.jpeg,c1e351c0c242a969.jpeg,5,1,4
2676,7c4507addae0d0c0.jpeg,a3e2d092906565e3.jpeg,10,0,0
2677,133321a1613169cd.jpeg,6d785ee7e2f8f8f2.jpeg,0,9,1
2678,8328f8d8ccd0fc8e.jpeg,959495959571d386.jpeg,2,7,1
2679,3470c006da9cb645.jpeg,7432282c2c6dba92.jpeg,4,0,6
2680,036cd8d82e6e6eec.jpeg,8e6ad2bbbbb19199.jpeg,0,10,0
2681,13a0abbb9eb9f6cc.jpeg,c9c5d0c88c9c99b5.jpeg,0,10,0
2682,c35361252d8fefef.jpeg,c5e4e4e2e6e6f0c8.jpeg,3,5,2
2683,c0e16116264d8c20.jpeg,e5c988cbdad8d0b3.jpeg,5,0,5
2684,d61416a2386af078.jpeg,fcf89f0d3c58aaab.jpeg,4,6,0
2685,cda7b6383831303a.jpeg,f0b0b4a6dee6663e.jpeg,0,10,0
2686,1f3f2d45e8d96d49.jpeg,b2b24f7bd8ce868c.jpeg,1,9,0
2687,3cac089e654b66b3.jpeg,d1f971ea9a7eeccc.jpeg,2,7,1
2688,26062333369699d8.jpeg,d026aedcfd69c6a3.jpeg,10,0,0
2689,47731ad387878383.jpeg,cec7e44cecb574e4.jpeg,0,10,0
2690,b2dadb133397060b.jpeg,c1c3a626b67767c7.jpeg,0,10,0
2691,9686c3cda9f871b9.jpeg,d0c2480141200804.jpeg,10,0,0
2692,ca4766520a3f3ef2.jpeg,f4f97bae7676d6f6.jpeg,7,1,2
2693,9a4cc1f336cdc81a.jpeg,d9bcdab19dc3717b.jpeg,0,10,0
2694,6a64e6e4f472b435.jpeg,a02434302094a2a2.jpeg,9,0,1
2695,86aa9c7cbecf0dbf.jpeg,a9af0b994163179a.jpeg,6,2,2
2696,8383b3d318c3dc5c.jpeg,97a1a9c382e43f3e.jpeg,8,0,2
2697,7c3ca7ad69410fff.jpeg,f0d42074a93138e2.jpeg,8,1,1
2698,a9c9e1c8f2a0cc4c.jpeg,f6cfc9394cbab2a2.jpeg,0,1,9
2699,120919c84e987018.jpeg,4c6e662f26a627a6.jpeg,10,0,0
2700,7327274717bc7258.jpeg,dbdbfbdbdedecedc.jpeg,10,0,0
2701,6178783164f2f219.jpeg,d9d9f3f2ccf1909d.jpeg,2,8,0
2702,1d0b20c05212496e.jpeg,9a8cac682c78f86c.jpeg,3,6,1
2703,27a7a2716be0b0b8.jpeg,b7f3d69c3932cc30.jpeg,6,3,1
2704,68b1bdac2c56929c.jpeg,c0f4f8fc7c6dcf9a.jpeg,0,10,0
2705,333223191935c858.jpeg,f8eee4e9c94c46d6.jpeg,0,7,3
2706,5d57170bac345ed5.jpeg,c8c8c88db2d0f0b0.jpeg,0,10,0
2707,74706b4b040b43a9.jpeg,9f8f95b136672383.jpeg,10,0,0
2708,d3c4ccfaf2e4f6f4.jpeg,dada3c32a28666a6.jpeg,3,7,0
2709,01561511da5a386f.jpeg,966367c68ded8f13.jpeg,1,9,0
2710,1b5cdb9c35f02019.jpeg,a9af0b994163179a.jpeg,1,5,4
2711,7262646126722230.jpeg,88dcccf9eb4ecc83.jpeg,0,10,0
2712,91350f4f53190f07.jpeg,cc8c4c14385cc949.png,9,0,1
2713,0c0842d0c8d199b9.jpeg,188e9a9f5f5f5e36.jpeg,0,0,10
2714,9ae16108cdc58323.jpeg,f8b0bcd85bccc7b2.jpeg,3,3,4
2715,68b1bdac2c56929c.jpeg,c74683e339b9b830.jpeg,0,10,0
2716,80fb7f4f15264784.jpeg,c3e7677ed6b38dad.jpeg,8,1,1
2717,2122501130286060.jpeg,534b4b531313637a.jpeg,3,7,0
2718,0e0e0e5627abdb81.jpeg,909a232c8d1a18e2.jpeg,3,4,3
2719,26961a0b031261a7.jpeg,f2d2b1b1cdcc2931.jpeg,4,5,1
2720,b535991a9d1acf8c.jpeg,d4ec1583b8b07159.jpeg,9,1,0
2721,6d785ee7e2f8f8f2.jpeg,c3c3e7c323318020.jpeg,10,0,0
2722,485cb79f9fe88aa6.jpeg,9b9b6e1f7aecf9e8.jpeg,0,10,0
2723,bcb0c6901a137532.jpeg,d9999dd477470f17.jpeg,9,0,1
2724,20209294362d910c.jpeg,848a838282b28e62.jpeg,10,0,0
2725,dbcfd51531b4a663.jpeg,f0b0b4a6dee6663e.jpeg,4,5,1
2726,9b593939f9f9f155.jpeg,9d8fde44c69e58f6.jpeg,1,8,1
2727,607c3cf435e898bc.jpeg,62763676a5d9e4c0.jpeg,4,3,3
2728,6120874b05216e9c.jpeg,b0f0b8b071f5c1f1.jpeg,8,1,1
2729,bab3af8a82f293d3.jpeg,e4e1e3c2c5802121.jpeg,9,0,1
2730,cce863e360d89062.jpeg,eee8e1e0eacffdb4.jpeg,10,0,0
2731,482c9f8f972a2606.jpeg,90c0013158c96c38.jpeg,0,10,0
2732,04c8f1704e5ad3f4.jpeg,cb5ad4c7f3e6d658.jpeg,6,1,3
2733,e028385533361f66.jpeg,f2b2b8b0e0e9e8ec.jpeg,1,10,0
2734,7079f1b4b4a464c8.jpeg,ad1f79c16799271a.jpeg,10,0,0
2735,38a496340c618e7c.jpeg,a3e2d092906565e3.jpeg,10,0,0
2736,584f73527666e8c8.jpeg,d3d2daf284b07838.jpeg,10,0,0
2737,494c4c4c86925b0c.jpeg,dbcfd51531b4a663.jpeg,1,9,0
2738,0048a799b1b1999d.jpeg,6673f3ce4ef7dddd.jpeg,1,9,0
2739,34b9f9f1f99999a9.jpeg,fef2f2e6cb99ac9b.jpeg,5,5,0
2740,2f27c715189898a8.jpeg,d026aedcfd69c6a3.jpeg,10,0,0
2741,38b8b0e0e50384e3.jpeg,5e7b230aca4e9fbc.jpeg,7,3,0
2742,48b19393b3725333.jpeg,9d8fde44c69e58f6.jpeg,5,5,0
2743,04c8f1704e5ad3f4.jpeg,c684525666868a92.jpeg,2,8,0
2744,22672727040081c4.jpeg,fcf6beb4363832b8.jpeg,0,10,0
2745,c10b98883a305199.jpeg,d8fc3d9d9cb7f7f6.jpeg,3,6,1
2746,7ce46978787b33d1.jpeg,82961b229696c0fe.jpeg,0,7,3
2747,06646168d6dacc81.jpeg,ca799dd9c2e94dec.jpeg,0,10,0
2748,d69009b1c1c4d8c0.jpeg,fdfff73525a4002b.jpeg,10,0,0
2749,8c4c6dedcca32a6c.jpeg,b3724a1b1b1b1e2e.png,1,7,2
2750,80e478393c9272dc.jpeg,f2f6298ec6d62627.jpeg,0,10,0
2751,05c54565ddd4b437.jpeg,f0f2e0606012f2f8.jpeg,6,3,1
2752,5de72ba98f62f3a3.jpeg,f0f2e0606012f2f8.jpeg,3,2,5
2753,90d0e1f1891310f1.jpeg,b4f1d9cd534c2958.jpeg,4,5,1
2754,cda7b6383831303a.jpeg,f8e4949a94c58d2c.jpeg,0,7,3
2755,996d9631715c8cb8.jpeg,a9c9e1c8f2a0cc4c.jpeg,9,0,1
2756,8e6ad2bbbbb19199.jpeg,fa6c75ed6cd1d253.jpeg,10,0,0
2757,95d5f5c9a6330b4b.jpeg,e405c6e029b0e792.jpeg,6,2,2
2758,3c4e4ecdc9929294.jpeg,d8d8f8b8405273f3.jpeg,9,1,0
2759,98787cec62269686.jpeg,f2f2c8c8a8a8ecc4.jpeg,0,10,0
2760,3e1331319939143c.png,797ed0c0e2d746d8.jpeg,10,0,0
2761,1e3cd0d83a55cdb2.jpeg,d89998b2d8903333.jpeg,3,1,6
2762,0ece4a529a123622.jpeg,c4c6c6d6863511a6.jpeg,7,0,3
2763,4063436371a5a74b.jpeg,66d3191382a2a020.jpeg,8,1,1
2764,93a6c84e29baf060.jpeg,da3b293036f6796c.jpeg,0,10,0
